country,ratio,origin_id,origin_name,origin_type
US,0.08,6061603526802,Jay Pharoah : LAL Video Consumption L365D,custom_audience
US,0.08,6061603452202,Jay Pharoah : Everyone who engaged with your Page L365D,custom_audience
US,0.08,6061584228002,Dormtainment LAL Video Consumption L365D,custom_audience
US,0.08,6061584038802,Dormtainment : Everyone who engaged with your Page L365D,custom_audience
US,0.08,6061578070802,Pantene #StrongIsBeautiful : People who engaged with the Facebook Page Samantha Ronson,custom_audience
US,0.08,6061578051202,Pantene #StrongIsBeautiful : People who engaged with the Facebook Page Nina Garcia,custom_audience
US,0.08,6061578029602,Pantene #StrongIsBeautiful : People who engaged with the Facebook Page Alex Morgan,custom_audience
US,0.08,6061577997602,Pantene #StrongIsBeautiful : People who engaged with the Facebook Page Coco Rocha,custom_audience
US,0.08,6061577935802,Pantene #StrongIsBeautiful : People who engaged with the Facebook Page Jillian Michaels,custom_audience
US,0.08,6061577752802,Pantene #StrongIsBeautiful : People who engaged with the Facebook Page Mia Hamm,custom_audience
US,0.08,6061577593202,Pantene #StrongIsBeautiful : People who engaged with the Facebook Page Michelle Beadle,custom_audience
US,0.08,6061576031202,Macys #SantaProject : People who engaged with the Facebook Page Monica Fonseca,custom_audience
US,0.08,6061575999402,Macys #SantaProject : Users who watched at 95% of the videos Monica Fonseca,custom_audience
US,0.08,6061575886402,Macys #SantaProject : People who engaged with the Facebook Page Tammin Sursok,custom_audience
US,0.08,6061575864602,Macys #SantaProject : User who watched 95% of the videos Tammin Sursok,custom_audience
US,0.08,6061575521202,Macys #SantaProject : People who engaged with the Facebook Page Candice Parker,custom_audience
US,0.08,6061574838402,Macys #SantaProject : Users who watched at 95% of the videos Candace Parker,custom_audience
US,0.08,6061571189402,Alex Guarnaschelli LAL Everyone who engaged with your Page L365D,custom_audience
US,0.08,6061571150202,Alex Guarnaschelli LAL Video Consumption L365D,custom_audience
US,0.08,6061566603802,Jessica Shyba Momma's Gone City LAL Everyone who engaged with your Page L365D,custom_audience
US,0.08,6061566522002,Jessica Shyba Momma's Gone City LAL Video Consumption L365D,custom_audience
US,0.08,6061491889402,Russell Peters LAL Everyone who engaged with your Page L365D,custom_audience
US,0.08,6061491863402,Russell Peters LAL Video Consumption L365D,custom_audience
US,0.08,6061429815602,Drew Scott LAL Everyone who engaged with your Page L365D,custom_audience
US,0.08,6061429781202,Drew Scott LAL Video Consumption L365D,custom_audience
US,0.08,6061429704202,La La Anthony LAL Everyone who engaged with your Page L365D,custom_audience
US,0.08,6061429649802,La La Anthony LAL Video 95% Consumed L365D,custom_audience
US,0.02,59651918044,Candace Parker,page
US,0.08,6061284692802,Egypt Sherrod LAL Everyone who engaged with your Page L365D,custom_audience
US,0.08,6061284646402,Egypt Sherrod LAL Video Consumption L365D,custom_audience
US,0.1,6060973987602,BET : People who saved your Page or any post L365D,custom_audience
US,0.04,6060973987602,BET : People who saved your Page or any post L365D,custom_audience
US,0.02,6060973987602,BET : People who saved your Page or any post L365D,custom_audience
US,0.02,6060974219002,BET : LAL Soul Train Awards 3-Second Video View,custom_audience
US,0.1,6060974219002,BET : LAL Soul Train Awards 3-Second Video View,custom_audience
US,0.01,6060974219002,BET : LAL Soul Train Awards 3-Second Video View,custom_audience
US,0.1,6060967557202,Garcelle Beauvais LAL 95% Video Views,custom_audience
US,0.04,6060967557202,Garcelle Beauvais LAL 95% Video Views,custom_audience
US,0.08,6060967557202,Garcelle Beauvais LAL 95% Video Views,custom_audience
US,0.06,6060967557202,Garcelle Beauvais LAL 95% Video Views,custom_audience
US,0.02,6060967557202,Garcelle Beauvais LAL 95% Video Views,custom_audience
US,0.08,6060967649802,"Garcelle Beauvais : Anyone who visited your Page, L365D",custom_audience
US,0.06,6060967649802,"Garcelle Beauvais : Anyone who visited your Page, L365D",custom_audience
US,0.1,6060967649802,"Garcelle Beauvais : Anyone who visited your Page, L365D",custom_audience
US,0.04,6060967649802,"Garcelle Beauvais : Anyone who visited your Page, L365D",custom_audience
US,0.02,6060967649802,"Garcelle Beauvais : Anyone who visited your Page, L365D",custom_audience
US,0.06,6060891541602,Danielle Fishel Video Engagement Peppermint Mocha,custom_audience
US,0.02,6060891541602,Danielle Fishel Video Engagement Peppermint Mocha,custom_audience
US,0.06,6060891618002,Peppermint Mocha Dayana Mendoza 75%+,custom_audience
US,0.02,6060891618002,Peppermint Mocha Dayana Mendoza 75%+,custom_audience
US,0.07,6058783558002,WhoSay Video Completions,custom_audience
US,0.01,6052717138402,"Video Engagement - ""Changed it up today and curled some Fox’s instea..."" - 1283647431675554 - Completed",custom_audience
US,0.01,6052718963602,"Video Engagement - ""Changed it up today and curled some Fox’s instea..."" - 1283665165007114 - Completed",custom_audience
US,0.01,6052717165202,"Video Engagement - ""Changed it up today and curled some Fox’s instea..."" - 1283647585008872 - Completed",custom_audience
US,0.1,6049961503002,50% Viewers - Viral,custom_audience
US,0.1,6031083313802,Website Visitors 180 Days,custom_audience
US,0.1,6049747690602,Whosay.com Visitors 30 Days,custom_audience
US,0.1,6044755328602,"Video Engagement - ""That moment when I can finally take my shoes off a..."" - 885388264893828 - Completed",custom_audience
US,0.1,6038814353002,"Video Engagement - ""To hear from my family that I'm #doingood...well, ..."" - 466523190219948 - Completed",custom_audience
US,0.1,311990888845656,WHOSAY,page
US,0.06,311990888845656,WHOSAY,page
US,0.1,6044003126602,"Video Engagement - ""They don't call her Bad Girl RiRi for nothing."" - 1063630790348325 - Viewed",custom_audience
US,0.01,6037921222002,Miley Cyrus Article Views,custom_audience
US,0.02,6034185845002,"Video Engagement - ""The definition of “Success” is WRONG. Let’s ..."" - 985489128162492 - Completed",custom_audience
US,0.02,6034186059002,"Video Engagement - ""The definition of “Success” is WRONG. Let’s ..."" - 985490774828994 - Completed",custom_audience
US,0.02,6034186098002,"Video Engagement - ""The definition of “Success” is WRONG. Let’s ..."" - 985491591495579 - Completed",custom_audience
US,0.02,6033596110602,"Video Engagement - ""The definition of “Success” is WRONG. Let’s ..."" - 982085558502849 - Completed",custom_audience
US,0.01,6030794855602,WhoSayFriends_Group3_500to1000Friends,custom_audience
US,0.01,6030794819602,WhoSayFriends_Group2_1000to2000Friends,custom_audience
US,0.01,6030794693602,WhoSayFriends_Group1_2000+Friends,custom_audience
US,0.02,6029103720202,RadioShack_Lookalike,custom_audience
US,0.01,6025739279202,TeeSpring: Like 4+ of the following pages: Aeropostale American Apparel American Eagle Outfitters Forever 21 H&M Hollister Co. Old Navy Topshop Urban Outfitters,custom_audience
US,0.05,6025134122602,WhosayLexusRosarioDawson_20150218,custom_audience
US,0.05,6024478503602,WhosaySeventhSon_20150128,custom_audience
US,0.05,6023974440402,WhosaySkinnyCow_20150112,custom_audience
US,0.05,6023432139402,WhosayJCP_NikkiReed,custom_audience
US,0.05,6023431973802,WhosayJCP_AndyCohen,custom_audience
US,0.05,6023203400802,WhosayLG_ManyLikes,custom_audience
US,0.05,6023185256002,WhosayLG_OrlandoJones,custom_audience
US,0.05,6023185248802,WhosayLG_DeAndreJordan,custom_audience
US,0.05,6023185209402,WhoSayLG_PaulWesley,custom_audience
US,0.04,6021893936802,DumbDumber_3Likes,custom_audience
US,0.05,6020902917602,Dracula Untold Movie,custom_audience
US,0.04,6020870419802,HorrorFans,custom_audience
US,0.03,6020870419802,HorrorFans,custom_audience
US,0.05,6020544620602,WhoSay_20140918_ATTMaslowBigTimeRush,custom_audience
US,0.05,6020432042602,Fashion Celebs,custom_audience
US,0.05,6020432067202,Fashion Brands,custom_audience
US,0.04,6019956519802,Kevin Bacon,custom_audience
US,0.04,6019956506202,Canon,custom_audience
US,0.04,6019956512802,Eva Longoria,custom_audience
US,0.01,6019956506202,Canon,custom_audience
US,0.04,6017590836202,A Million Ways to Die Out West,custom_audience
US,0.01,6017590808402,Crest,custom_audience
US,0.05,6015654264402,Chrisley Audience,custom_audience
US,0.05,6014978012002,Endless Love v.2,custom_audience
US,0.05,6014823120602,Endless Love,custom_audience
US,0.01,6012545270802,WhoSay Mobile Application,custom_audience
US,0.05,6010591711002,MOFY Nation,custom_audience
US,0.05,6110033711093,Custom Audience who Engaged with AwesomenessTV,custom_audience
US,0.05,6024295118693,ATVnetwork_emails_20150701,custom_audience
US,0.01,6024295118693,ATVnetwork_emails_20150701,custom_audience
US,0.01,6125538182846,Users who viewed Sonic Wacky Pack TMNT assets,custom_audience
US,0.01,6125247094646,Users who watched Pedigree Paw Patrol Ep 1,custom_audience
US,0.04,6120577187646,People who engaged with 95% of Nick content,custom_audience
US,0.04,6120576807446,People who engaged with 10-seconds of Nick content,custom_audience
US,0.04,6120576789046,People who engaged with 3-seconds of Nick content,custom_audience
US,0.03,6119164767646,People who viewed at least 10 seconds of Nick_Milk videos,custom_audience
US,0.02,6103404435646,TMNT IG - engaged with your page L365D,custom_audience
US,0.02,6103404354446,Nick IG - engaged with your page L365D,custom_audience
US,0.02,6103404199046,TMNT FB - engaged with any post or ad L365,custom_audience
US,0.02,6103404023446,Nick FB - engaged with any post or ad L365,custom_audience
US,0.02,23842661554800618,Cicis CRM Email Audience,custom_audience
US,0.01,23843158652350618,TMNT Store Visit EXCLUSION Audience,custom_audience
US,0.03,6204498785372,Remarketing > TATM pre-awareness push > watched 10 sec of video,custom_audience
US,0.03,6204498692572,Remarketing > TATM pre awareness push > watched 3 sec of video,custom_audience
US,0.1,6092658867772,White Elephant,custom_audience
US,0.05,6089542204572,People Who Have Viewed Foursome,custom_audience
US,0.05,6089160642772,ATV > Freakish > Video Views,custom_audience
US,0.05,6084164260172,ATV Facebook - Engaged Most Popular Beauty Videos,custom_audience
US,0.05,6084109413172,ATV Facebook - Engaged Most Popular Food Videos,custom_audience
US,0.05,6084108661772,ATV Facebook - Engaged w/ Page - Last 365,custom_audience
US,0.05,6084108573972,ATV Instagram - Engaged w/Account - Last 365,custom_audience
US,0.1,128467970568405,AwesomenessTV,page
US,0.03,128467970568405,AwesomenessTV,page
US,0.01,6047154430972,ATV-Squad-Email-List,custom_audience
US,0.02,6095740693014,People Who Watched 95% of ATT ICW 2017 Videos,custom_audience
US,0.02,6085443355414,Retargeting WSJ Good Things 95% Video Completion,custom_audience
US,0.01,6079265051414,WSJ Great Things_Amber Venz Box_95 Percent Completion,custom_audience
US,0.01,6079065766014,WSJ Great Things_Lo Bosworth_95 Percent Completion,custom_audience
US,0.01,6079065757614,WSJ Great Things_Shalane Flanagan_95 Percent Completion,custom_audience
US,0.08,23842605130100388,People who engaged with Chord Overstreet FB Page,custom_audience
US,0.04,6071329929014,People who viewed Joy the Baker's Videos,custom_audience
US,0.04,6071330159814,People who viewed Damn Delicious video,custom_audience
US,0.08,6071330430614,Everyone engaged with Damn Delicious IG page,custom_audience
US,0.08,6071330503014,Everyone who engaged with Joy IG page,custom_audience
US,0.08,23842577602920388,Everyone who engaged with MSS16 Page,custom_audience
US,0.06,6064293232614,Viacom Paramount #BaywatchMovie : BM Custom Audience Video Completion,custom_audience
US,0.06,6063747977814,Viacom Paramount #Transformers : People who watched 95% of your video,custom_audience
US,0.06,6063747763414,Viacom Paramount #GhostInTheShell : People who have watched 95% of your video,custom_audience
US,0.05,23842571274270559,Logo : People who have watched at 95% of your video,custom_audience
US,0.05,23842571274070559,Logo : People who have watched at 25% of Getting To Snow You,custom_audience
US,0.02,6059707603814,Kandee Johnson : Everyone who completed the video at 95%,custom_audience
US,0.01,6059707603814,Kandee Johnson : Everyone who completed the video at 95%,custom_audience
US,0.09,6054656981014,UGG Video Consumed for UGG,custom_audience
US,0.09,6054656832414,Adam Schefter Video Consumed 95% for UGG,custom_audience
US,0.05,6054656777614,WhoSay Video Consumed 95% For UGG,custom_audience
US,0.02,6054656777614,WhoSay Video Consumed 95% For UGG,custom_audience
US,0.01,6054656777614,WhoSay Video Consumed 95% For UGG,custom_audience
US,0.09,935061476523457,Vashtie Kola,page
US,0.09,6052749848414,Lexus #LexusFPerformance Lance Gross Video Views,custom_audience
US,0.09,1452743408305351,Winnie Harlow,page
US,0.07,1452743408305351,Winnie Harlow,page
US,0.04,160059308492,Elizabeth Gillies,page
US,0.1,6053490969017,Video Viewers  - 25% - Memes,custom_audience
"AL,AD,AT,BY,BE,BA,BG,HR,CZ,DK,EE,FO,FI,FR,DE,GI,GR,GG,HU,IS,IE,IM,IT,JE,XK,LV,LI,LT,LU,MK,MT,MD,MC,ME,NL,NO,PL,PT,RO,RU,SM,RS,SK,SI,ES,SJ,SE,CH,UA,GB",0.01,6059407683091,Engaged with WhoSay Facebook Page,custom_audience
US,0.02,6059191558891,WhoSay Editorial Video Viewers 25%,custom_audience
US,0.05,6058005743491,Kimberly Kimble Get that Look Episode 1 - 10 Seconds,custom_audience
US,0.01,23842594424220243,LEGO Batman Trailer Retargeting,custom_audience
US,0.01,23842594423810243,Fist Fight Trailer Retargeting,custom_audience
US,0.01,23842594420670243,House Trailer Retargeting,custom_audience
US,0.01,23842594420130243,CHIPS Trailer Retargeting,custom_audience
US,0.03,6036053857386,Centric TV Brand,custom_audience
US,0.01,6036053857386,Centric TV Brand,custom_audience
US,0.01,6048428034186,MTV Movie Awards Keywords,custom_audience
US,0.07,6047913577986,,custom_audience
US,0.05,6047913577986,,custom_audience
US,0.03,6047913577986,,custom_audience
US,0.01,6047913577986,,custom_audience
US,0.07,6047913590586,BET NOW App URL,custom_audience
US,0.05,6047913590586,BET NOW App URL,custom_audience
US,0.03,6047913590586,BET NOW App URL,custom_audience
US,0.01,6047913590586,BET NOW App URL,custom_audience
US,0.07,6041894795786,BET Soul Train Awards Keyword,custom_audience
US,0.05,6041894795786,BET Soul Train Awards Keyword,custom_audience
US,0.03,6041894795786,BET Soul Train Awards Keyword,custom_audience
US,0.07,6041894821586,BET Soul Train Awards URL,custom_audience
US,0.05,6041894821586,BET Soul Train Awards URL,custom_audience
US,0.03,6041894821586,BET Soul Train Awards URL,custom_audience
US,0.07,6041894904986,BET News URL,custom_audience
US,0.05,6041894904986,BET News URL,custom_audience
US,0.03,6041894904986,BET News URL,custom_audience
US,0.07,6041894880986,BET Music URL,custom_audience
US,0.05,6041894880986,BET Music URL,custom_audience
US,0.03,6041894880986,BET Music URL,custom_audience
US,0.07,6041899634386,BET Hip Hop Awards URL,custom_audience
US,0.05,6041899634386,BET Hip Hop Awards URL,custom_audience
US,0.03,6041899634386,BET Hip Hop Awards URL,custom_audience
US,0.07,6041899655386,BET Hip Hop Awards Keyword,custom_audience
US,0.05,6041899655386,BET Hip Hop Awards Keyword,custom_audience
US,0.03,6041899655386,BET Hip Hop Awards Keyword,custom_audience
US,0.01,6033995872786,BET Brand,custom_audience
US,0.01,6045968318786,BET The Game URL,custom_audience
US,0.01,6047116158986,CMT Dude Perfect Keyword,custom_audience
US,0.01,6047116270186,CMT Music Awards Keyword,custom_audience
US,0.01,6047106267786,CCSU George Lopez Keyword,custom_audience
US,0.01,6046778912786,TVL Lopez URL,custom_audience
US,0.01,6042605486386,VH1 LeAnn & Eddie URL,custom_audience
US,0.01,6042605713386,VH1 I Heart Nick Carter Keyword,custom_audience
US,0.01,6042605646386,Kellie Pickler Keyword,custom_audience
US,0.01,6039272104186,CMT Brand,custom_audience
US,0.03,6025621539786,TV Land Younger URL,custom_audience
US,0.01,6041015991386,BET Being Mary Jane URL,custom_audience
US,0.01,6041015964186,BET Being Mary Jane Keyword,custom_audience
US,0.01,6032990920786,MTV Faking It URL,custom_audience
US,0.01,6038360400986,MTV Girl Code Live URL,custom_audience
US,0.01,6036421748586,MTV Todrick URL,custom_audience
US,0.01,6029994279186,VH1 Candidly Nicole URL,custom_audience
US,0.01,6029994607186,VH1 Dating Naked URL,custom_audience
US,0.01,6035303374586,VH1 Twinning URL,custom_audience
US,0.01,6025741288786,TV Land The Exes URL,custom_audience
US,0.01,6025735877786,TV Land The Jim Gaffigan Show URL,custom_audience
US,0.01,6027974719586,MTV Eye Candy URL,custom_audience
US,0.01,6034409808586,MTV Eye Candy Keyword,custom_audience
US,0.01,6034481778586,Bella Thorne Keyword,custom_audience
US,0.01,6027974709386,MTV Awkward URL,custom_audience
US,0.01,6034411719186,MTV Awkward Keyword,custom_audience
US,0.01,6027974752786,MTV Teen Wolf URL,custom_audience
US,0.01,6034409702986,MTV Teen Wolf Keyword,custom_audience
US,0.01,6029659221986,MTV Scream URL,custom_audience
US,0.01,6029659241186,MTV Scream Keyword,custom_audience
US,0.02,23842772149710188,Proud Mary 95% Viewed Retargeting,custom_audience
US,0.1,23843535651670407,People who engaged with your page: Jersey Shore,custom_audience
US,0.1,23843608254030407,People who engaged with your page: The Challenge,custom_audience
US,0.1,23843608245940407,People who engaged with your page: MTV,custom_audience
US,0.01,23843450768570407,People who engaged on VENA Facebook Page L365D,custom_audience
US,0.01,23843450769430407,People who engaged on VENA IG Profile L365D,custom_audience
US,0.01,23843450744780407,People who engaged on WNO Facebook Page L365D,custom_audience
US,0.01,23843450750730407,People who engaged on WNO IG Profile L365D,custom_audience
US,0.01,23842715270530243,Logo Page Engagers Retargeting,custom_audience
US,0.01,23842710162470243,Ayo & Teo - LIT Retargeting,custom_audience
US,0.01,23842580588310407,Baywatch Trailer Retargeting,custom_audience
US,0.01,23843736203280114,Hotels Com : People who viewed 95% of video from previous campaign,custom_audience
US,0.01,23843736202050114,Hotels Com : People who viewed 3s of video from previous campaign,custom_audience
US,0.03,23843712513990114,People who viewed at least 10 seconds of CC_Pringles videos,custom_audience
US,0.03,23843595993960114,People who viewed at least 10 seconds of Liza's videos,custom_audience
US,0.03,23843595989580114,People who viewed at least 10 seconds of CC's videos,custom_audience
US,0.01,23843390611850114,Hotels Com : Handle TDS FB : Watched 95% of Video,custom_audience
US,0.01,23843390326370114,Hotels Com : Handle CC FB : Watched 95% of Video,custom_audience
US,0.01,23843390304990114,Hotels Com : Handle CC IG : Watched 95% Of Video,custom_audience
US,0.04,23843384349710114,HCOM - People who engaged with TDS Instagram,custom_audience
US,0.04,23843384347010114,HCOM - People who engaged with TDS Facebook,custom_audience
US,0.04,23843384337740114,HCOM - People who engaged with CC Instagram,custom_audience
US,0.04,23843384333400114,HCOM - People who engaged with CC Facebook,custom_audience
US,0.02,23843120820140114,TheDailyShow L365D,custom_audience
US,0.02,23843119709640114,ComedyCentral L365D,custom_audience
US,0.02,23843340046900207,Everyone engaged with Jessica Lewis FB Page,custom_audience
US,0.05,23843234431690559,"95% Completed, Olay 28 Day Challenge",custom_audience
US,0.05,23843206995950357,"95% Completed, Olay Feel The Whip",custom_audience
US,0.02,23843035815770207,People Who Visited Direct.GilletteVenus.Com,custom_audience
US,0.02,23842998884850207,People Who Watched at 95% of Becky's Videos,custom_audience
US,0.02,23842998883300207,People Who Watched at Least 10 Seconds of Becky's Videos,custom_audience
US,0.02,23842998880480207,People Who Watched at Least 3 Seconds of Becky's Videos,custom_audience
US,0.05,23842917864900559,95% Watched Olay 28 Day Challenge,custom_audience
US,0.1,23843096170840470,WHOSAY ABC Mouse Complete Registrations L90D,custom_audience
US,0.04,23843096170840470,WHOSAY ABC Mouse Complete Registrations L90D,custom_audience
US,0.01,23843096170840470,WHOSAY ABC Mouse Complete Registrations L90D,custom_audience
US,0.02,23843076424960470,Video Views 180,custom_audience
US,0.01,23843054751890351,Discover Cash Back Debit Karen Civil Views,custom_audience
US,0.01,23843054751830351,Discover Cash Back Debit Quincy Davis Views,custom_audience
US,0.01,23843130757080351,WSJ Don't Wait Video Viewers,custom_audience
US,0.01,23843130711750351,Everyone engaged with Nathan Latka IG Profile,custom_audience
US,0.01,23843130710750351,Everyone engaged with Nathan Latka FB Page,custom_audience
US,0.01,23843130697200351,Everyone engaged with Bill Rancic IG Profile,custom_audience
US,0.01,23843130686340351,Everyone Engaged With Bill Rancic FB Page,custom_audience
US,0.01,23843130684130351,Everyone engaged with Julie Morganstern IG Profile,custom_audience
US,0.01,23843130683920351,Everyone Engaged With Julie Morganstern FB Page,custom_audience
US,0.04,23843127053800351,People who have watched at least 95% of Dean The Basset video,custom_audience
US,0.04,23843127053290351,People who viewed at least 10 seconds of Dean The Basset video,custom_audience
US,0.04,23843127052570351,People who viewed at least 3 seconds of Dean The Basset video,custom_audience
US,0.04,23843127050670351,People who have watched at least 95% of Amy Loochtan video,custom_audience
US,0.04,23843127050190351,People who viewed at least 10 seconds of Amy Loochtan video,custom_audience
US,0.04,23843127049610351,People who viewed at least 3 seconds of Amy Loochtan video,custom_audience
US,0.03,23843118133510351,People who viewed at 95% of Sterling's videos,custom_audience
US,0.03,23843118133300351,People who viewed at least 10 seconds of Sterling's videos,custom_audience
US,0.03,23843118132940351,People who viewed at least 3 seconds of Sterling's videos,custom_audience
US,0.03,23843118132740351,People who viewed at 95% of Lolo's videos,custom_audience
US,0.03,23843118132660351,People who viewed at least 10 seconds of Lolo's videos,custom_audience
US,0.03,23843118131280351,People who viewed at least 3 seconds of Lolo's videos,custom_audience
US,0.04,23843116778590351,People who viewed at least 95% of Next With Nita video,custom_audience
US,0.04,23843116778470351,People who viewed at least 10 seconds of Next With Nita video,custom_audience
US,0.04,23843116778020351,People who viewed at least 3 seconds of Next With Nita video,custom_audience
US,0.04,23843116777850351,People who viewed at least 95% of Pooch of NYC video,custom_audience
US,0.04,23843116777770351,People who viewed at least 10 seconds of Pooch of NYC video,custom_audience
US,0.04,23843116777570351,People who viewed at least 3 seconds of Pooch of NYC video,custom_audience
US,0.04,23843098237650351,Custom Eva IG fans,custom_audience
US,0.04,23843098237170351,Custom Eva FB fans,custom_audience
